driver_id,name,phone,email,password,latitude,longitude,collected_qr_money,status,version
285,Huynh Van Huong,0910426314,huynhvanhuong285@driver.com,f4b70a65ad4a1c0aa98c5b8d1312c1a893d07c0ba608afbecd45d3f95e3c191f,10.791544,106.660114,80000.0,BUSY,0
286,Dang Khanh Phuong,0979048692,dangkhanhphuong286@driver.com,601c6c545826334557b2f03b2e6a0ea1bc931109080c4da690307bae6fb64f70,10.778743,106.708148,160000.0,OFFLINE,0
287,Dang Ngoc Linh,0771988576,dangngoclinh287@driver.com,814fc0b6f04f9f2b974a7f38def149380c312bcaf35886b61477faa66db255bc,10.839309,106.673983,120000.0,AVAILABLE,0
288,Hoang Minh Tuan,0979840964,hoangminhtuan288@driver.com,177970d7625e924b259adfd9cf04b93fa80fd9611ad2c2f5672768cef38b0349,10.725019,106.607800,70000.0,AVAILABLE,0
289,Huynh Ngoc Linh,0984269034,huynhngoclinh289@driver.com,1419e0414c7fd44354e6003f87ed13bf06895bec1c76850f006a39c15f40a70c,10.796728,106.636999,90000.0,BUSY,0
290,Hoang Duy Long,0934692241,hoangduylong290@driver.com,8851215e95f78d2d4723c914df58205d20e8d5b6f00d57683c413e13b571e26f,10.769539,106.694772,60000.0,BUSY,0
291,Nguyen Duc Huong,0913502350,nguyenduchuong291@driver.com,7902fea5a608d9bc4f43ec5bcfd473c3c0f1ded3924f8cc97ae3632bde3985c3,10.831070,106.634581,150000.0,AVAILABLE,0
292,Hoang Ngoc Anh,0979611821,hoangngocanh292@driver.com,52838243a2bc372134273016df2757ad241e01285c938470892338d4371eec5a,10.819220,106.689174,0.0,BUSY,0
293,Phan Duc Phuong,0323848115,phanducphuong293@driver.com,a00c695284aadc3cf40491e5ae5501d889f70fd569f254f2d65aeaf001a31c02,10.756744,106.690987,40000.0,AVAILABLE,0
294,Phan Duc Minh,0353546052,phanducminh294@driver.com,f3fe3272f6626eabcfaeb329962961921ebdd2fd6cc470375d2b9bf14faabfe0,10.798479,106.704321,80000.0,BUSY,0
295,Bui Van Phuong,0909074532,buivanphuong295@driver.com,b037b88891fc0bca1ae2eb838ec1d96128083652a89689c218da85247e0445aa,10.733278,106.688522,110000.0,BUSY,0
296,Phan Thi Lan,0902773969,phanthilan296@driver.com,669ea19edbbc8620678f19367bf71ff290ff50962cc2e515151a7283131f548b,10.735365,106.718098,130000.0,BUSY,0
297,Pham Tuan Huong,0774141823,phamtuanhuong297@driver.com,665807cf747552c603970193a60af6a881cd7257907438fd02b579a11ef2527a,10.721751,106.671331,100000.0,OFFLINE,0
298,Hoang Anh Tuan,0325763798,hoanganhtuan298@driver.com,83f1f104f80fbba2fd290c3fa7f11244e04d65b24e49981a246fe20528f22739,10.849864,106.603493,70000.0,BUSY,0
299,Phan Duy Huong,0980488276,phanduyhuong299@driver.com,2765bec55b9d009d0980db2ed7bfb9e88c128b788d1fad2283f587ae89a621fe,10.800137,106.745125,180000.0,OFFLINE,0
300,Tran Minh Phuong,0903537686,tranminhphuong300@driver.com,83ae9a7ceadc634e1c047b5d3036b5f04345fc1eca527909aebacdebea6addd7,10.734947,106.738411,90000.0,AVAILABLE,0
